time,name,section,number,nrc,vacancies
2021-01-22 06:55:04.703291+00:00,Esencia y Protección de los Derechos Humanos,1,DER106E,25472,"[['Vacantes libres', '60', '0', '60']]"
2021-01-22 06:56:00.038617+00:00,"Investigación, Innovación y Emprendimiento",1,ING2030,15385,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '55', '0', '55']]"
2021-01-22 06:56:00.072745+00:00,"Investigación, Innovación y Emprendimiento",2,ING2030,15388,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '60', '0', '60']]"
2021-01-22 06:56:00.106182+00:00,"Investigación, Innovación y Emprendimiento",3,ING2030,15390,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '60', '0', '60']]"
2021-01-22 06:56:00.143839+00:00,"Investigación, Innovación y Emprendimiento",4,ING2030,15391,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '60', '0', '60']]"
2021-01-22 06:56:00.179181+00:00,"Investigación, Innovación y Emprendimiento",5,ING2030,15392,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '60', '0', '60']]"
2021-01-22 06:56:00.215337+00:00,"Investigación, Innovación y Emprendimiento",6,ING2030,16268,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '60', '0', '60']]"
2021-01-22 06:56:00.251652+00:00,"Investigación, Innovación y Emprendimiento",7,ING2030,16271,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '55', '0', '55']]"
2021-01-22 06:56:00.279585+00:00,Optimización,1,ICS1113,14598,"[['Vacantes libres', '110', '0', '110'], ['Lic. Generales (College)', '20', '0', '20']]"
2021-01-22 06:56:00.306421+00:00,Optimización,2,ICS1113,14608,"[['Vacantes libres', '110', '0', '110'], ['Lic. Generales (College)', '20', '0', '20']]"
2021-01-22 06:56:00.334364+00:00,Optimización,3,ICS1113,14601,"[['Vacantes libres', '160', '0', '160'], ['Lic. Generales (College)', '20', '0', '20']]"
2021-01-22 06:56:00.363790+00:00,Optimización,4,ICS1113,17539,"[['Vacantes libres', '70', '0', '70'], ['Lic. Generales (College)', '10', '0', '10']]"
2021-01-22 06:56:00.389638+00:00,Optimización,5,ICS1113,20276,"[['Vacantes libres', '70', '0', '70'], ['Lic. Generales (College)', '10', '0', '10']]"
2021-01-22 06:56:00.415153+00:00,Matemáticas Discretas,1,IIC1253,10706,"[['Vacantes libres', '25', '0', '25'], ['Ingeniería', '75', '0', '75']]"
2021-01-22 06:56:00.444698+00:00,Matemáticas Discretas,2,IIC1253,20789,"[['Vacantes libres', '25', '0', '25'], ['Ingeniería', '75', '0', '75']]"
2021-01-22 06:56:00.474908+00:00,Matemáticas Discretas,3,IIC1253,25307,"[['Vacantes libres', '20', '0', '20'], ['Ingeniería', '80', '0', '80']]"
2021-01-22 06:56:00.706900+00:00,Fisicoquímica,1,IIQ2043,11000,"[['Vacantes libres', '90', '0', '90']]"
2021-01-22 06:56:00.965079+00:00,Mecánica de Sólidos,1,ICE2313,13475,"[['Vacantes libres', '120', '0', '120']]"
2021-01-22 06:56:00.999555+00:00,Teoría de Integración,1,MAT253I,14892,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '25', '0', '25']]"
2021-01-22 06:56:01.041754+00:00,Bioquímica y Genética Molecular,1,BIO228C,12812,"[['Vacantes libres', '0', '0', '0'], ['Pedagogía en Educación Media en Ciencias Naturales y Biología', '30', '0', '30'], ['Biologia Marina', '25', '0', '25'], ['Ciencias Biologicas', '50', '0', '50'], ['Ingeniería', '20', '0', '20'], ['Lic. Generales (College)', '5', '0', '5']]"
2021-01-22 06:56:01.075476+00:00,Modelos Estocásticos,1,ICS2123,16515,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '160', '0', '160'], ['Lic. Generales (College)', '20', '0', '20']]"
2021-01-22 06:56:01.109283+00:00,Modelos Estocásticos,2,ICS2123,14634,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '80', '0', '80'], ['Lic. Generales (College)', '10', '0', '10']]"
2021-01-22 06:56:01.140924+00:00,Modelos Estocásticos,3,ICS2123,16514,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '110', '0', '110'], ['Lic. Generales (College)', '15', '0', '15']]"
2021-01-22 06:56:01.376444+00:00,El Padrenuestro: la Oracion que Jesus Enseno,1,TTF039,20857,"[['Vacantes libres', '60', '0', '60']]"
2021-01-22 06:56:01.620119+00:00,El Padrenuestro: la Oracion que Jesus Enseno,2,TTF039,23788,"[['Vacantes libres', '60', '3', '57']]"
2021-01-22 06:56:01.862756+00:00,Doctrina Social de la Iglesia,1,TTF040,20848,"[['Vacantes libres', '60', '2', '58']]"
2021-01-22 06:56:02.128682+00:00,Doctrina Social de la Iglesia,2,TTF040,20849,"[['Vacantes libres', '60', '0', '60']]"
2021-01-22 06:56:02.159077+00:00,Doctrina Social de la Iglesia,3,TTF040,20881,"[['Vacantes libres', '0', '0', '0'], ['Educación', '205001-Formacion Pedagogica Para Licenciados', '60', '0', '60']]"
2021-01-22 06:56:02.186085+00:00,Electricidad y Magnetismo,1,FIS1533,19863,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '90', '0', '90'], ['Lic. Generales (College)', '25', '0', '25']]"
2021-01-22 06:56:02.214216+00:00,Electricidad y Magnetismo,2,FIS1533,14950,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '90', '0', '90'], ['Lic. Generales (College)', '25', '0', '25']]"
2021-01-22 06:56:02.243581+00:00,Electricidad y Magnetismo,3,FIS1533,14500,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '90', '0', '90'], ['Lic. Generales (College)', '25', '0', '25']]"
2021-01-22 06:56:02.271850+00:00,Electricidad y Magnetismo,4,FIS1533,14509,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '90', '0', '90'], ['Lic. Generales (College)', '25', '0', '25']]"
2021-01-22 06:56:02.296926+00:00,Programación Avanzada,1,IIC2233,10760,"[['Vacantes libres', '20', '0', '20'], ['Ingeniería', '90', '0', '90']]"
2021-01-22 06:56:02.324574+00:00,Programación Avanzada,2,IIC2233,10754,"[['Vacantes libres', '10', '0', '10'], ['Ingeniería', '90', '0', '90'], ['Matemática', '10', '0', '10']]"
2021-01-22 06:56:02.350216+00:00,Programación Avanzada,3,IIC2233,18284,"[['Vacantes libres', '20', '0', '20'], ['Ingeniería', '90', '0', '90']]"
2021-01-22 06:56:02.378237+00:00,Programación Avanzada,4,IIC2233,22154,"[['Vacantes libres', '20', '0', '20'], ['Ingeniería', '90', '0', '90']]"
2021-01-22 06:56:02.406462+00:00,Análisis Químico y Bioquímico en los Peritajes Forenses,1,QIM512,25255,"[['Vacantes libres', '0', '0', '0'], ['Química', '40', '0', '40'], ['Ciencias Biológicas', '10', '0', '10']]"
2021-01-22 06:56:02.442147+00:00,Computación: Ciencia y Tecnología del Mundo Digital,1,IIC1005,10626,"[['Vacantes libres', '17', '0', '17'], ['Provisional Convenio PUC', '3', '0', '3'], ['Ingeniería', '120', '0', '120']]"
2021-01-22 06:56:02.474036+00:00,Probabilidades y Estadística,1,EYP1113,10541,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '100', '0', '100'], ['Lic. Generales (College)', '25', '0', '25'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 06:56:02.500242+00:00,Probabilidades y Estadística,2,EYP1113,10527,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '100', '0', '100'], ['Lic. Generales (College)', '25', '0', '25'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 06:56:02.535054+00:00,Probabilidades y Estadística,3,EYP1113,10514,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '100', '1', '99'], ['Lic. Generales (College)', '25', '0', '25'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 06:56:02.562759+00:00,Probabilidades y Estadística,4,EYP1113,10500,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '100', '0', '100'], ['Lic. Generales (College)', '25', '0', '25'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 06:56:02.598423+00:00,Ecuaciones Diferenciales,1,MAT1640,14883,"[['Vacantes libres', '1', '0', '1'], ['Ingeniería', '119', '0', '119'], ['Lic. Generales (College)', '30', '0', '30'], ['Educación', '15', '0', '15'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 06:56:02.627447+00:00,Ecuaciones Diferenciales,2,MAT1640,14959,"[['Vacantes libres', '1', '0', '1'], ['Ingeniería', '134', '0', '134'], ['Lic. Generales (College)', '30', '0', '30'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 06:56:02.655979+00:00,Ecuaciones Diferenciales,3,MAT1640,14888,"[['Vacantes libres', '1', '0', '1'], ['Ingeniería', '134', '0', '134'], ['Lic. Generales (College)', '30', '0', '30'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 06:56:02.683145+00:00,Ecuaciones Diferenciales,4,MAT1640,14851,"[['Vacantes libres', '1', '0', '1'], ['Astrofísica', '15', '0', '15'], ['Física', '15', '0', '15'], ['Ingeniería', '134', '0', '134'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 06:56:02.709854+00:00,Ecuaciones Diferenciales,5,MAT1640,14958,"[['Vacantes libres', '1', '0', '1'], ['Astrofísica', '15', '0', '15'], ['Física', '15', '0', '15'], ['Ingeniería', '134', '0', '134'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 06:56:02.909256+00:00,Liderazgo: Juegos y Recreación I,1,DPT9030,12874,"[['Vacantes libres', '30', '0', '30']]"
2021-01-22 06:56:03.104194+00:00,Liderazgo: Juegos y Recreación I,3,DPT9030,19010,"[['Vacantes libres', '30', '0', '30']]"
2021-01-22 06:56:03.302870+00:00,Liderazgo: Juegos y Recreación I,4,DPT9030,19011,"[['Vacantes libres', '40', '0', '40']]"
2021-01-22 06:56:03.529040+00:00,Estática,1,ICE2006,22841,"[['Vacantes libres', '120', '0', '120']]"
2021-01-22 06:56:03.555668+00:00,Desafíos Sociales Contemporáneos,1,SOL227,25065,"[['Vacantes libres', '90', '0', '90'], ['Actividades Universitarias', '5', '0', '5']]"
2021-01-22 06:56:03.583173+00:00,Design Bootcamp: Herramientas y Métodos Prácticos para Innovar,1,DNO048,12072,"[['Vacantes libres', '15', '0', '15'], ['Ingeniería', '3', '0', '3'], ['Lic. Generales (College)', '5', '0', '5'], ['Diseño', '12', '0', '12'], ['Actividades Universitarias', '2', '0', '2']]"
2021-01-22 06:56:03.608812+00:00,Introduccion a la Tipografia,1,DNO002,11616,"[['Vacantes libres', '6', '0', '6'], ['Lic. Generales (College)', '2', '0', '2'], ['Diseño', '23', '0', '23'], ['Actividades Universitarias', '2', '0', '2']]"
2021-01-22 06:56:03.647173+00:00,El Mundo de los Medicamentos,1,QIF117,12172,"[['Vacantes libres', '0', '0', '0'], ['Quimica Y Farmacia', '10', '0', '10'], ['Química', 'Per 202120 Quimica Y Farmacia', '202120', '105', '1', '104']]"
2021-01-22 06:56:03.688420+00:00,El Mundo de los Medicamentos,2,QIF117,12179,"[['Vacantes libres', '0', '0', '0'], ['Vacantes libres', 'M028-Major en Ciencias Farmacéuticas', '3', '0', '3'], ['Pedagogia General Basica', '15', '0', '15'], ['Pedagogía en Educación Media en Química', '5', '1', '4'], ['Educación', 'Per 202120 Pedagogía en Educación Media en Química', '202120', '20', '0', '20']]"
2021-01-22 06:56:03.717823+00:00,Introducción al Diseño de Servicios,1,DNO053,15178,"[['Vacantes libres', '8', '0', '8'], ['Diseño', '22', '0', '22'], ['Diseño', 'Magister', '2', '0', '2'], ['Actividades Universitarias', '000312-Provisional Convenio PUC-DUOC UC', '2', '0', '2'], ['Actividades Universitarias', '2', '0', '2']]"
2021-01-22 06:56:03.743995+00:00,Sustentabilidad Corporativa y Relación Con las Comunidades,1,DER102E,25388,"[['Vacantes libres', '57', '0', '57'], ['Actividades Universitarias', '3', '0', '3']]"
2021-01-22 06:56:03.769887+00:00,Historia de Género en Chile,1,IHI2323,17351,"[['Vacantes libres', '40', '0', '40'], ['Lic. Generales (College)', '5', '0', '5'], ['Psicología', '2', '0', '2'], ['Historia', '20', '0', '20'], ['Actividades Universitarias', '3', '0', '3']]"
2021-01-22 06:56:04.119945+00:00,Esencia y Protección de los Derechos Humanos,1,DER106E,25472,"[['Vacantes libres', '60', '0', '60']]"
2021-01-22 07:01:00.029494+00:00,"Investigación, Innovación y Emprendimiento",1,ING2030,15385,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '55', '0', '55']]"
2021-01-22 07:01:00.058460+00:00,"Investigación, Innovación y Emprendimiento",2,ING2030,15388,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '60', '0', '60']]"
2021-01-22 07:01:00.087347+00:00,"Investigación, Innovación y Emprendimiento",3,ING2030,15390,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '60', '0', '60']]"
2021-01-22 07:01:00.112374+00:00,"Investigación, Innovación y Emprendimiento",4,ING2030,15391,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '60', '0', '60']]"
2021-01-22 07:01:00.138938+00:00,"Investigación, Innovación y Emprendimiento",5,ING2030,15392,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '60', '0', '60']]"
2021-01-22 07:01:00.175453+00:00,"Investigación, Innovación y Emprendimiento",6,ING2030,16268,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '60', '0', '60']]"
2021-01-22 07:01:00.204401+00:00,"Investigación, Innovación y Emprendimiento",7,ING2030,16271,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '55', '0', '55']]"
2021-01-22 07:01:00.233089+00:00,Optimización,1,ICS1113,14598,"[['Vacantes libres', '110', '0', '110'], ['Lic. Generales (College)', '20', '0', '20']]"
2021-01-22 07:01:00.260406+00:00,Optimización,2,ICS1113,14608,"[['Vacantes libres', '110', '0', '110'], ['Lic. Generales (College)', '20', '0', '20']]"
2021-01-22 07:01:00.287069+00:00,Optimización,3,ICS1113,14601,"[['Vacantes libres', '160', '0', '160'], ['Lic. Generales (College)', '20', '0', '20']]"
2021-01-22 07:01:00.319157+00:00,Optimización,4,ICS1113,17539,"[['Vacantes libres', '70', '0', '70'], ['Lic. Generales (College)', '10', '0', '10']]"
2021-01-22 07:01:00.349332+00:00,Optimización,5,ICS1113,20276,"[['Vacantes libres', '70', '0', '70'], ['Lic. Generales (College)', '10', '0', '10']]"
2021-01-22 07:01:00.376555+00:00,Matemáticas Discretas,1,IIC1253,10706,"[['Vacantes libres', '25', '0', '25'], ['Ingeniería', '75', '0', '75']]"
2021-01-22 07:01:00.402226+00:00,Matemáticas Discretas,2,IIC1253,20789,"[['Vacantes libres', '25', '0', '25'], ['Ingeniería', '75', '0', '75']]"
2021-01-22 07:01:00.427811+00:00,Matemáticas Discretas,3,IIC1253,25307,"[['Vacantes libres', '20', '0', '20'], ['Ingeniería', '80', '0', '80']]"
2021-01-22 07:01:00.652889+00:00,Fisicoquímica,1,IIQ2043,11000,"[['Vacantes libres', '90', '0', '90']]"
2021-01-22 07:01:00.910508+00:00,Mecánica de Sólidos,1,ICE2313,13475,"[['Vacantes libres', '120', '0', '120']]"
2021-01-22 07:01:00.938423+00:00,Teoría de Integración,1,MAT253I,14892,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '25', '0', '25']]"
2021-01-22 07:01:00.976968+00:00,Bioquímica y Genética Molecular,1,BIO228C,12812,"[['Vacantes libres', '0', '0', '0'], ['Pedagogía en Educación Media en Ciencias Naturales y Biología', '30', '0', '30'], ['Biologia Marina', '25', '0', '25'], ['Ciencias Biologicas', '50', '0', '50'], ['Ingeniería', '20', '0', '20'], ['Lic. Generales (College)', '5', '0', '5']]"
2021-01-22 07:01:01.003584+00:00,Modelos Estocásticos,1,ICS2123,16515,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '160', '0', '160'], ['Lic. Generales (College)', '20', '0', '20']]"
2021-01-22 07:01:01.032936+00:00,Modelos Estocásticos,2,ICS2123,14634,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '80', '0', '80'], ['Lic. Generales (College)', '10', '0', '10']]"
2021-01-22 07:01:01.058209+00:00,Modelos Estocásticos,3,ICS2123,16514,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '110', '0', '110'], ['Lic. Generales (College)', '15', '0', '15']]"
2021-01-22 07:01:01.292420+00:00,El Padrenuestro: la Oracion que Jesus Enseno,1,TTF039,20857,"[['Vacantes libres', '60', '0', '60']]"
2021-01-22 07:01:01.533471+00:00,El Padrenuestro: la Oracion que Jesus Enseno,2,TTF039,23788,"[['Vacantes libres', '60', '3', '57']]"
2021-01-22 07:01:01.806514+00:00,Doctrina Social de la Iglesia,1,TTF040,20848,"[['Vacantes libres', '60', '2', '58']]"
2021-01-22 07:01:02.030090+00:00,Doctrina Social de la Iglesia,2,TTF040,20849,"[['Vacantes libres', '60', '0', '60']]"
2021-01-22 07:01:02.059030+00:00,Doctrina Social de la Iglesia,3,TTF040,20881,"[['Vacantes libres', '0', '0', '0'], ['Educación', '205001-Formacion Pedagogica Para Licenciados', '60', '0', '60']]"
2021-01-22 07:01:02.087923+00:00,Electricidad y Magnetismo,1,FIS1533,19863,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '90', '0', '90'], ['Lic. Generales (College)', '25', '0', '25']]"
2021-01-22 07:01:02.119409+00:00,Electricidad y Magnetismo,2,FIS1533,14950,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '90', '0', '90'], ['Lic. Generales (College)', '25', '0', '25']]"
2021-01-22 07:01:02.149860+00:00,Electricidad y Magnetismo,3,FIS1533,14500,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '90', '0', '90'], ['Lic. Generales (College)', '25', '0', '25']]"
2021-01-22 07:01:02.182217+00:00,Electricidad y Magnetismo,4,FIS1533,14509,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '90', '0', '90'], ['Lic. Generales (College)', '25', '0', '25']]"
2021-01-22 07:01:02.210764+00:00,Programación Avanzada,1,IIC2233,10760,"[['Vacantes libres', '20', '0', '20'], ['Ingeniería', '90', '0', '90']]"
2021-01-22 07:01:02.239625+00:00,Programación Avanzada,2,IIC2233,10754,"[['Vacantes libres', '10', '0', '10'], ['Ingeniería', '90', '0', '90'], ['Matemática', '10', '0', '10']]"
2021-01-22 07:01:02.267857+00:00,Programación Avanzada,3,IIC2233,18284,"[['Vacantes libres', '20', '0', '20'], ['Ingeniería', '90', '0', '90']]"
2021-01-22 07:01:02.304021+00:00,Programación Avanzada,4,IIC2233,22154,"[['Vacantes libres', '20', '0', '20'], ['Ingeniería', '90', '0', '90']]"
2021-01-22 07:01:02.336241+00:00,Análisis Químico y Bioquímico en los Peritajes Forenses,1,QIM512,25255,"[['Vacantes libres', '0', '0', '0'], ['Química', '40', '0', '40'], ['Ciencias Biológicas', '10', '0', '10']]"
2021-01-22 07:01:02.370849+00:00,Computación: Ciencia y Tecnología del Mundo Digital,1,IIC1005,10626,"[['Vacantes libres', '17', '0', '17'], ['Provisional Convenio PUC', '3', '0', '3'], ['Ingeniería', '120', '0', '120']]"
2021-01-22 07:01:02.403988+00:00,Probabilidades y Estadística,1,EYP1113,10541,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '100', '0', '100'], ['Lic. Generales (College)', '25', '0', '25'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 07:01:02.439745+00:00,Probabilidades y Estadística,2,EYP1113,10527,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '100', '0', '100'], ['Lic. Generales (College)', '25', '0', '25'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 07:01:02.473236+00:00,Probabilidades y Estadística,3,EYP1113,10514,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '100', '1', '99'], ['Lic. Generales (College)', '25', '0', '25'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 07:01:02.513131+00:00,Probabilidades y Estadística,4,EYP1113,10500,"[['Vacantes libres', '0', '0', '0'], ['Ingeniería', '100', '0', '100'], ['Lic. Generales (College)', '25', '0', '25'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 07:01:02.547686+00:00,Ecuaciones Diferenciales,1,MAT1640,14883,"[['Vacantes libres', '1', '0', '1'], ['Ingeniería', '119', '0', '119'], ['Lic. Generales (College)', '30', '0', '30'], ['Educación', '15', '0', '15'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 07:01:02.585186+00:00,Ecuaciones Diferenciales,2,MAT1640,14959,"[['Vacantes libres', '1', '0', '1'], ['Ingeniería', '134', '0', '134'], ['Lic. Generales (College)', '30', '0', '30'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 07:01:02.622503+00:00,Ecuaciones Diferenciales,3,MAT1640,14888,"[['Vacantes libres', '1', '0', '1'], ['Ingeniería', '134', '0', '134'], ['Lic. Generales (College)', '30', '0', '30'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 07:01:02.652918+00:00,Ecuaciones Diferenciales,4,MAT1640,14851,"[['Vacantes libres', '1', '0', '1'], ['Astrofísica', '15', '0', '15'], ['Física', '15', '0', '15'], ['Ingeniería', '134', '0', '134'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 07:01:02.685291+00:00,Ecuaciones Diferenciales,5,MAT1640,14958,"[['Vacantes libres', '1', '0', '1'], ['Astrofísica', '15', '0', '15'], ['Física', '15', '0', '15'], ['Ingeniería', '134', '0', '134'], ['Actividades Universitarias', '1', '0', '1']]"
2021-01-22 07:01:02.898859+00:00,Liderazgo: Juegos y Recreación I,1,DPT9030,12874,"[['Vacantes libres', '30', '0', '30']]"
2021-01-22 07:01:03.177247+00:00,Liderazgo: Juegos y Recreación I,3,DPT9030,19010,"[['Vacantes libres', '30', '0', '30']]"
2021-01-22 07:01:03.414979+00:00,Liderazgo: Juegos y Recreación I,4,DPT9030,19011,"[['Vacantes libres', '40', '0', '40']]"
2021-01-22 07:01:03.666242+00:00,Estática,1,ICE2006,22841,"[['Vacantes libres', '120', '0', '120']]"
2021-01-22 07:01:03.693559+00:00,Desafíos Sociales Contemporáneos,1,SOL227,25065,"[['Vacantes libres', '90', '0', '90'], ['Actividades Universitarias', '5', '0', '5']]"
2021-01-22 07:01:03.720847+00:00,Design Bootcamp: Herramientas y Métodos Prácticos para Innovar,1,DNO048,12072,"[['Vacantes libres', '15', '0', '15'], ['Ingeniería', '3', '0', '3'], ['Lic. Generales (College)', '5', '0', '5'], ['Diseño', '12', '0', '12'], ['Actividades Universitarias', '2', '0', '2']]"
2021-01-22 07:01:03.749801+00:00,Introduccion a la Tipografia,1,DNO002,11616,"[['Vacantes libres', '6', '0', '6'], ['Lic. Generales (College)', '2', '0', '2'], ['Diseño', '23', '0', '23'], ['Actividades Universitarias', '2', '0', '2']]"
2021-01-22 07:01:03.787316+00:00,El Mundo de los Medicamentos,1,QIF117,12172,"[['Vacantes libres', '0', '0', '0'], ['Quimica Y Farmacia', '10', '0', '10'], ['Química', 'Per 202120 Quimica Y Farmacia', '202120', '105', '1', '104']]"
2021-01-22 07:01:03.833645+00:00,El Mundo de los Medicamentos,2,QIF117,12179,"[['Vacantes libres', '0', '0', '0'], ['Vacantes libres', 'M028-Major en Ciencias Farmacéuticas', '3', '0', '3'], ['Pedagogia General Basica', '15', '0', '15'], ['Pedagogía en Educación Media en Química', '5', '1', '4'], ['Educación', 'Per 202120 Pedagogía en Educación Media en Química', '202120', '20', '0', '20']]"
2021-01-22 07:01:03.862534+00:00,Introducción al Diseño de Servicios,1,DNO053,15178,"[['Vacantes libres', '8', '0', '8'], ['Diseño', '22', '0', '22'], ['Diseño', 'Magister', '2', '0', '2'], ['Actividades Universitarias', '000312-Provisional Convenio PUC-DUOC UC', '2', '0', '2'], ['Actividades Universitarias', '2', '0', '2']]"
2021-01-22 07:01:03.890361+00:00,Sustentabilidad Corporativa y Relación Con las Comunidades,1,DER102E,25388,"[['Vacantes libres', '57', '0', '57'], ['Actividades Universitarias', '3', '0', '3']]"
2021-01-22 07:01:03.918989+00:00,Historia de Género en Chile,1,IHI2323,17351,"[['Vacantes libres', '40', '0', '40'], ['Lic. Generales (College)', '5', '0', '5'], ['Psicología', '2', '0', '2'], ['Historia', '20', '0', '20'], ['Actividades Universitarias', '3', '0', '3']]"
2021-01-22 07:01:04.124393+00:00,Esencia y Protección de los Derechos Humanos,1,DER106E,25472,"[['Vacantes libres', '60', '0', '60']]"
